City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Byron Bay,AU,2020-09-15 02:43:21,-28.65,153.62,73.99,68,40,14.99
306,Korla,CN,2020-09-15 02:39:07,41.76,86.15,70.57,22,93,7.29
307,Okhotsk,RU,2020-09-15 02:43:22,59.38,143.3,62.47,47,5,17.58
308,Garowe,SO,2020-09-15 02:43:22,8.41,48.48,78.03,65,39,20.87
309,Diego De Almagro,CL,2020-09-15 02:43:23,-26.37,-70.05,50.58,69,34,0.98
310,Rantepao,ID,2020-09-15 02:43:23,-2.97,119.9,78.51,46,73,4.27
311,Mayo,US,2020-09-15 02:43:23,38.89,-76.51,69.8,60,1,8.05
312,Sompeta,IN,2020-09-15 02:43:23,18.93,84.6,85.48,78,81,6.15
313,Chabahar,IR,2020-09-15 02:43:24,25.29,60.64,75.2,83,40,9.17
314,Westport,US,2020-09-15 02:43:17,41.14,-73.36,62.6,48,1,14.99
315,Sarkand,KZ,2020-09-15 02:43:24,45.41,79.92,62.51,44,100,13.96
316,Andenes,NO,2020-09-15 02:43:25,69.31,16.12,48.2,87,100,3.36
317,Lompoc,US,2020-09-15 02:39:59,34.64,-120.46,63.0,87,1,6.93
318,Tutoia,BR,2020-09-15 02:43:25,-2.76,-42.27,78.53,77,63,11.95
319,Smithers,CA,2020-09-15 02:40:25,54.78,-127.17,55.4,76,90,3.36
320,Bonthe,SL,2020-09-15 02:43:26,7.53,-12.51,76.12,91,60,7.31
321,Hualmay,PE,2020-09-15 02:41:41,-11.1,-77.61,60.21,84,25,7.2
322,Paamiut,GL,2020-09-15 02:43:26,61.99,-49.67,46.22,67,100,42.86
323,Klaksvik,FO,2020-09-15 02:43:27,62.23,-6.59,42.8,93,100,9.53
324,Anadyr,RU,2020-09-15 02:43:27,64.75,177.48,50.0,81,75,13.42
325,Yumen,CN,2020-09-15 02:43:27,40.28,97.2,63.97,24,0,11.07
326,Nome,US,2020-09-15 02:43:27,64.5,-165.41,51.8,87,90,16.11
327,Saint George,US,2020-09-15 02:39:00,37.1,-113.58,91.4,11,1,8.05
328,Tyazhinskiy,RU,2020-09-15 02:43:28,56.12,88.52,55.98,60,71,12.1
329,Kutum,SD,2020-09-15 02:43:28,14.2,24.67,73.45,72,15,4.38
330,Porto Santo,PT,2020-09-15 02:43:29,33.07,-16.34,69.8,83,20,1.72
331,Asau,RO,2020-09-15 02:43:29,46.43,26.4,52.0,98,2,4.05
332,Tabou,CI,2020-09-15 02:43:29,4.42,-7.35,75.38,89,83,8.37
333,Sangre Grande,TT,2020-09-15 02:43:29,10.58,-61.12,81.0,78,20,5.01
334,Progreso,MX,2020-09-15 02:43:30,21.28,-89.67,73.99,94,75,4.7
335,Shemursha,RU,2020-09-15 02:43:30,54.89,47.52,45.05,93,5,13.11
336,Sao Felix Do Xingu,BR,2020-09-15 02:43:30,-6.64,-51.99,74.61,38,11,1.74
337,Mutoko,ZW,2020-09-15 02:43:31,-17.4,32.23,59.85,61,21,4.23
338,Manaure,CO,2020-09-15 02:43:31,11.78,-72.44,85.95,75,99,7.72
339,Bitung,ID,2020-09-15 02:43:32,1.45,125.18,84.2,62,20,9.17
340,Dariba,IN,2020-09-15 02:43:32,24.95,74.13,78.8,94,75,2.42
341,Kumluca,TR,2020-09-15 02:43:32,36.37,30.29,82.26,48,0,3.62
342,Eureka,US,2020-09-15 02:38:35,40.8,-124.16,68.0,72,40,3.36
343,Hambantota,LK,2020-09-15 02:43:33,6.12,81.12,80.6,94,75,8.05
344,San Carlos Del Zulia,VE,2020-09-15 02:43:33,9.0,-71.91,78.58,79,100,0.98
345,Jince,CZ,2020-09-15 02:43:34,49.79,13.98,60.01,100,100,4.43
346,Storm Lake,US,2020-09-15 02:43:34,42.64,-95.21,64.4,77,1,8.05
347,Vityazevo,RU,2020-09-15 02:43:35,44.99,37.27,64.0,67,0,8.95
348,Souillac,MU,2020-09-15 02:43:35,-20.52,57.52,68.0,68,75,13.87
349,Pevek,RU,2020-09-15 02:43:35,69.7,170.31,42.75,79,100,5.97
350,Maraba,BR,2020-09-15 02:43:36,-5.37,-49.12,77.22,42,22,0.51
351,Mitu,CO,2020-09-15 02:43:36,1.2,-70.17,73.63,96,100,1.61
352,Itaituba,BR,2020-09-15 02:43:36,-4.28,-55.98,83.62,47,57,1.95
353,Villazon,BO,2020-09-15 02:43:37,-22.09,-65.59,41.16,88,100,4.03
354,Nemuro,JP,2020-09-15 02:43:03,43.32,145.57,64.4,68,75,5.82
355,Necochea,AR,2020-09-15 02:43:37,-38.55,-58.74,45.0,63,0,10.0
356,Puerto Del Rosario,ES,2020-09-15 02:43:38,28.5,-13.86,73.4,83,20,16.11
357,Roebourne,AU,2020-09-15 02:43:38,-20.78,117.13,95.45,15,69,18.77
358,Faanui,PF,2020-09-15 02:43:38,-16.48,-151.75,78.49,73,96,11.99
359,Show Low,US,2020-09-15 02:40:01,34.25,-110.03,69.8,22,1,5.82
360,Niles,US,2020-09-15 02:43:29,42.02,-87.8,66.99,72,75,5.82
361,Salalah,OM,2020-09-15 02:39:59,17.02,54.09,77.0,73,75,4.7
362,Guanare,VE,2020-09-15 02:43:39,9.04,-69.74,75.45,91,23,2.08
363,Hami,CN,2020-09-15 02:43:39,42.8,93.45,71.92,18,0,10.87
364,Lavrentiya,RU,2020-09-15 02:43:40,65.58,-171.0,44.67,95,100,7.34
365,Tahoua,NE,2020-09-15 02:43:40,14.89,5.27,83.14,56,0,9.01
366,Kama,RU,2020-09-15 02:43:40,56.31,54.09,47.37,91,100,10.13
367,Kunszentmiklos,HU,2020-09-15 02:43:41,47.03,19.13,69.01,82,0,2.24
368,Bethel,US,2020-09-15 02:43:41,41.37,-73.41,57.2,50,1,12.75
369,Uspenka,UA,2020-09-15 02:43:42,48.39,39.16,55.24,76,0,7.09
370,Sao Joao Evangelista,BR,2020-09-15 02:43:42,-18.55,-42.76,61.61,73,0,2.8
371,Buchanan,LR,2020-09-15 02:43:43,5.88,-10.05,75.72,90,88,7.27
372,North Bend,US,2020-09-15 02:43:43,43.41,-124.22,64.99,72,1,8.05
373,Brunico,IT,2020-09-15 02:43:43,46.8,11.94,59.0,87,100,1.12
374,Gamba,GA,2020-09-15 02:43:43,-2.65,10.0,73.67,86,91,4.99
375,San Blas,MX,2020-09-15 02:43:44,21.52,-105.27,81.07,84,97,3.06
376,Freeport,US,2020-09-15 02:40:31,40.66,-73.58,64.99,39,1,19.46
377,Poltavka,RU,2020-09-15 02:43:44,54.37,71.76,60.19,63,37,5.77
378,Sorong,ID,2020-09-15 02:43:45,-0.88,131.25,81.54,84,39,10.74
379,Teya,RU,2020-09-15 02:43:45,60.38,92.63,56.53,63,100,2.21
380,Albert Lea,US,2020-09-15 02:43:45,43.65,-93.37,69.8,68,1,9.17
381,Ashington,GB,2020-09-15 02:43:45,50.93,-0.39,68.0,3,0,8.3
382,Agadez,NE,2020-09-15 02:43:46,19.75,10.25,87.21,14,0,10.96
383,Mount Gambier,AU,2020-09-15 02:43:46,-37.83,140.77,59.0,62,90,6.93
384,Halifax,CA,2020-09-15 02:40:01,44.65,-63.57,59.0,77,75,10.29
385,Vincennes,FR,2020-09-15 02:43:47,48.85,2.43,73.4,63,0,3.36
386,Richards Bay,ZA,2020-09-15 02:43:47,-28.78,32.04,66.13,75,100,6.49
387,Kapuskasing,CA,2020-09-15 02:43:47,49.42,-82.43,44.6,81,90,3.36
388,Mukhen,RU,2020-09-15 02:43:48,48.1,136.1,68.61,52,100,3.67
389,Sheridan,US,2020-09-15 02:43:48,44.83,-106.92,69.8,35,1,6.93
390,Maturin,VE,2020-09-15 02:43:49,9.75,-63.18,75.43,88,17,4.29
391,Jiuquan,CN,2020-09-15 02:43:49,39.74,98.52,63.25,24,0,4.72
392,Nyurba,RU,2020-09-15 02:43:49,63.28,118.33,56.68,51,2,4.88
393,Vikulovo,RU,2020-09-15 02:43:49,56.82,70.61,53.65,85,98,5.12
394,Ipira,BR,2020-09-15 02:43:50,-12.16,-39.74,65.91,97,30,5.21
395,Bandarbeyla,SO,2020-09-15 02:43:50,9.49,50.81,80.65,68,0,23.13
396,Praia,CV,2020-09-15 02:43:50,14.92,-23.51,78.57,82,70,9.86
397,Wolkersdorf,AT,2020-09-15 02:43:51,48.38,16.52,62.01,91,0,5.01
398,Los Llanos De Aridane,ES,2020-09-15 02:43:51,28.66,-17.92,75.2,69,100,6.93
399,Finnsnes,NO,2020-09-15 02:43:51,69.23,17.98,45.0,100,100,10.29
400,Ust-Maya,RU,2020-09-15 02:43:52,60.42,134.53,56.48,48,22,5.35
401,Bow Island,CA,2020-09-15 02:42:09,49.87,-111.37,50.0,81,90,4.7
402,Digras,IN,2020-09-15 02:43:52,20.12,77.72,79.9,88,29,8.93
403,Khash,IR,2020-09-15 02:43:52,28.22,61.22,66.29,23,0,4.72
404,Ilulissat,GL,2020-09-15 02:43:53,69.22,-51.1,32.0,80,0,19.46
405,Bhuj,IN,2020-09-15 02:43:53,23.27,69.67,84.2,80,100,12.39
406,Adra,ES,2020-09-15 02:43:53,36.75,-3.02,77.0,65,0,5.82
407,Sozimskiy,RU,2020-09-15 02:43:54,59.74,52.25,45.97,94,100,7.9
408,Nkhata Bay,MW,2020-09-15 02:43:54,-11.61,34.29,72.95,63,9,2.04
409,Hofn,IS,2020-09-15 02:40:23,64.25,-15.21,47.21,73,94,7.58
410,Totness,SR,2020-09-15 02:43:55,5.88,-56.32,79.03,86,22,7.45
411,Shimanovsk,RU,2020-09-15 02:43:55,52.0,127.7,67.12,62,87,6.24
412,Dzilam Gonzalez,MX,2020-09-15 02:43:55,21.28,-88.93,78.78,88,100,2.06
413,Ciudad Real,ES,2020-09-15 02:43:56,39.0,-4.0,68.0,79,0,5.48
414,Srednekolymsk,RU,2020-09-15 02:43:56,67.45,153.68,51.93,57,99,11.1
415,Tiarei,PF,2020-09-15 02:39:14,-17.53,-149.33,84.2,62,75,11.41
416,Veraval,IN,2020-09-15 02:40:05,20.9,70.37,82.94,80,34,9.08
417,Harrisonburg,US,2020-09-15 02:43:53,38.45,-78.87,62.6,77,1,4.32
418,Ixtapa,MX,2020-09-15 02:43:57,20.7,-105.2,84.2,79,90,0.2
419,Muros,ES,2020-09-15 02:43:57,42.78,-9.06,66.0,86,82,5.99
420,Thornbury,GB,2020-09-15 02:43:58,52.23,-2.55,57.99,90,65,3.22
421,Bara,NG,2020-09-15 02:43:58,10.37,10.73,72.61,93,98,10.78
422,Abha,SA,2020-09-15 02:43:59,18.22,42.51,66.2,52,0,3.87
423,Kambove,CD,2020-09-15 02:43:59,-10.88,26.6,64.26,49,57,2.37
424,Berlevag,NO,2020-09-15 02:43:59,70.86,29.09,46.47,81,100,13.69
425,Mossendjo,CG,2020-09-15 02:44:00,-2.95,12.73,70.45,88,100,3.36
426,Garden City,US,2020-09-15 02:39:01,42.33,-83.33,57.99,67,90,5.26
427,Panzhihua,CN,2020-09-15 02:44:00,26.59,101.71,71.01,78,98,2.24
428,Yunyang,CN,2020-09-15 02:44:01,33.45,112.71,77.4,63,3,6.93
429,Kozhevnikovo,RU,2020-09-15 02:44:01,56.26,83.97,48.99,72,97,4.63
430,Puerto Baquerizo Moreno,EC,2020-09-15 02:40:07,-0.9,-89.6,65.95,89,26,11.9
431,Mulege,MX,2020-09-15 02:44:01,26.88,-111.98,85.87,63,0,0.69
432,Dorogino,RU,2020-09-15 02:44:02,54.36,83.32,53.94,70,100,5.48
433,Todos Santos,MX,2020-09-15 02:44:02,23.45,-110.22,84.0,80,88,1.99
434,Dingle,PH,2020-09-15 02:44:02,11.0,122.67,76.26,91,100,3.76
435,Rio Bueno,CL,2020-09-15 02:41:19,-40.32,-72.97,48.2,87,99,5.82
436,Kavaratti,IN,2020-09-15 02:44:03,10.57,72.64,81.77,79,99,20.07
437,Sisimiut,GL,2020-09-15 02:44:03,66.94,-53.67,35.02,72,96,10.49
438,Petropavl,KZ,2020-09-15 02:44:04,54.88,69.16,48.2,87,99,6.71
439,Boa Vista,BR,2020-09-15 02:44:04,2.82,-60.67,86.0,62,18,4.7
440,Acarau,BR,2020-09-15 02:44:04,-2.89,-40.12,76.59,80,70,16.67
441,Cabo San Lucas,MX,2020-09-15 02:43:14,22.89,-109.91,86.0,71,65,4.0
442,Baruun-Urt,MN,2020-09-15 02:44:05,46.68,113.28,58.53,47,0,6.55
443,Serebryansk,KZ,2020-09-15 02:44:05,49.69,83.29,50.0,71,75,4.5
444,Quang Ngai,VN,2020-09-15 02:44:06,15.12,108.8,92.07,53,41,1.77
445,Opuwo,NA,2020-09-15 02:44:06,-18.06,13.84,55.74,38,0,5.75
446,Wenling,CN,2020-09-15 02:44:06,28.37,121.36,73.99,84,75,3.74
447,Ilo,PE,2020-09-15 02:44:07,-17.64,-71.34,60.87,78,98,5.7
448,Vondrozo,MG,2020-09-15 02:44:07,-22.82,47.28,53.85,100,16,0.89
449,Khon Kaen,TH,2020-09-15 02:44:07,16.45,102.83,80.6,94,40,2.24
450,Zig,US,2020-09-15 02:44:08,40.13,-92.77,64.0,87,1,4.7
451,Inongo,CD,2020-09-15 02:44:08,-1.95,18.27,68.43,95,93,3.69
452,Mirnyy,RU,2020-09-15 02:39:15,62.54,113.96,53.6,50,55,4.47
453,Belmonte,BR,2020-09-15 02:44:09,-15.86,-38.88,75.2,73,75,6.93
454,Druzhba,UA,2020-09-15 02:44:09,52.04,33.95,53.47,98,22,7.27
455,Huicungo,PE,2020-09-15 02:44:09,-7.28,-76.8,71.11,84,7,2.01
456,Marsabit,KE,2020-09-15 02:44:10,2.33,37.99,59.14,90,3,17.0
457,Pangnirtung,CA,2020-09-15 02:44:10,66.15,-65.71,35.08,79,62,3.38
458,Merauke,ID,2020-09-15 02:44:10,-8.47,140.33,82.49,69,96,16.98
459,Rawson,AR,2020-09-15 02:44:10,-43.3,-65.1,61.61,44,68,17.13
460,Tilichiki,RU,2020-09-15 02:44:11,60.47,166.1,46.87,68,95,16.33
461,Te Anau,NZ,2020-09-15 02:44:11,-45.42,167.72,42.75,79,91,8.79
462,Kushiro,JP,2020-09-15 02:44:11,42.98,144.37,62.6,77,75,9.17
463,Muroto,JP,2020-09-15 02:44:12,33.28,134.15,80.6,69,20,6.93
464,Vyartsilya,RU,2020-09-15 02:44:12,62.18,30.69,43.95,87,0,6.51
465,Port Macquarie,AU,2020-09-15 02:44:12,-31.43,152.92,72.0,64,31,1.99
466,Jumla,NP,2020-09-15 02:44:13,29.27,82.18,68.74,52,99,1.03
467,Ahmadnagar,IN,2020-09-15 02:42:24,19.08,74.73,73.85,88,100,6.2
468,Skjervoy,NO,2020-09-15 02:44:13,70.03,20.97,50.09,78,97,7.02
469,Moose Factory,CA,2020-09-15 02:44:14,51.26,-80.61,46.4,81,75,6.93
470,Kattivakkam,IN,2020-09-15 02:44:14,13.22,80.32,78.8,94,75,8.05
471,Oga,IT,2020-09-15 02:44:14,46.46,10.35,57.2,100,75,1.12
472,Bilma,NE,2020-09-15 02:44:14,18.69,12.92,87.22,18,0,1.81
473,Tazmalt,DZ,2020-09-15 02:44:15,36.39,4.4,68.0,94,0,4.7
474,Rio Grande,BR,2020-09-15 02:43:14,-32.03,-52.1,50.47,70,87,11.43
475,Zhezkazgan,KZ,2020-09-15 02:44:15,47.8,67.71,51.8,53,90,11.18
476,Cananea,MX,2020-09-15 02:44:16,30.95,-110.3,75.0,41,13,11.99
477,Doha,QA,2020-09-15 02:44:16,25.29,51.53,91.0,84,0,2.24
478,Evensk,RU,2020-09-15 02:44:16,61.95,159.23,51.01,52,74,6.24
479,Cootamundra,AU,2020-09-15 02:44:17,-34.65,148.03,68.0,61,10,1.99
480,Port Lincoln,AU,2020-09-15 02:44:17,-34.73,135.87,59.04,67,30,9.06
481,Mende,FR,2020-09-15 02:44:17,44.67,3.5,54.21,68,0,5.1
482,Tabriz,IR,2020-09-15 02:42:43,38.08,46.29,60.8,38,0,4.7
483,Omsukchan,RU,2020-09-15 02:44:18,62.53,155.8,48.85,51,89,5.44
484,Gambela,ET,2020-09-15 02:44:18,8.25,34.58,68.11,89,7,3.74
485,Pedernales,DO,2020-09-15 02:44:18,18.04,-71.74,82.51,70,100,0.96
486,Aranos,NA,2020-09-15 02:44:19,-24.13,19.12,51.84,38,0,4.74
487,Seoul,KR,2020-09-15 02:39:41,37.57,126.98,77.0,69,20,4.7
488,Whitehorse,CA,2020-09-15 02:41:06,60.72,-135.05,53.6,32,20,4.7
489,Buluang,PH,2020-09-15 02:44:20,13.31,123.34,84.85,78,100,4.07
490,Coquimbo,CL,2020-09-15 02:41:20,-29.95,-71.34,53.6,81,2,3.36
491,Petropavlovsk-Kamchatskiy,RU,2020-09-15 02:44:20,53.05,158.65,64.4,31,0,15.66
492,Laguna,US,2020-09-15 02:44:20,38.42,-121.42,84.2,36,1,4.7
493,Novikovo,RU,2020-09-15 02:44:21,51.15,37.89,54.27,93,15,8.59
494,Neryungri,RU,2020-09-15 02:44:21,56.67,124.65,51.96,90,100,2.1
495,Kaya,BF,2020-09-15 02:44:21,13.09,-1.08,77.61,76,21,8.37
496,Tuzamapan,MX,2020-09-15 02:44:22,19.4,-96.85,69.64,84,30,4.45
497,Banepa,NP,2020-09-15 02:44:22,27.63,85.52,69.8,94,75,2.24
498,Peniche,PT,2020-09-15 02:44:22,39.36,-9.38,68.0,92,12,5.99
499,Pingliang,CN,2020-09-15 02:44:23,35.54,106.69,64.65,39,72,2.17
500,Severnyy,RU,2020-09-15 02:44:23,50.68,36.55,55.4,82,0,6.71
501,Guhagar,IN,2020-09-15 02:44:23,17.48,73.19,78.78,86,100,4.83
502,Hudiksvall,SE,2020-09-15 02:44:24,61.73,17.1,52.0,97,98,4.76
503,Nanakuli,US,2020-09-15 02:42:43,21.39,-158.15,87.8,55,20,9.17
504,Havelock,US,2020-09-15 02:42:24,34.88,-76.9,75.99,88,90,12.75
505,Chumikan,RU,2020-09-15 02:44:25,54.72,135.31,64.42,72,100,5.66
506,Kimbe,PG,2020-09-15 02:44:25,-5.55,150.14,86.07,74,94,5.59
507,Cao Bang,VN,2020-09-15 02:44:13,22.67,106.25,86.29,65,43,4.88
508,Sorland,NO,2020-09-15 02:44:25,67.67,12.69,50.56,81,78,18.12
509,Yulara,AU,2020-09-15 02:44:26,-25.24,130.99,80.6,28,0,13.87
510,San Jeronimo,PE,2020-09-15 02:44:26,-11.95,-75.28,50.9,63,6,1.48
511,Dunedin,NZ,2020-09-15 02:43:57,-45.87,170.5,51.01,56,100,13.0
512,Senanga,ZM,2020-09-15 02:44:27,-16.12,23.27,61.97,30,0,2.66
513,Pisco,PE,2020-09-15 02:44:27,-13.7,-76.22,62.6,82,77,8.05
514,Mus,TR,2020-09-15 02:44:27,39.0,41.75,60.71,33,0,3.13
515,Liwale,TZ,2020-09-15 02:44:27,-9.77,37.93,71.02,77,100,5.99
516,Killybegs,IE,2020-09-15 02:44:28,54.63,-8.45,57.99,91,85,5.99
517,Leopold,AU,2020-09-15 02:44:28,-38.18,144.47,62.01,67,40,6.93
518,Ketchikan,US,2020-09-15 02:44:29,55.34,-131.65,64.4,72,1,5.61
519,Panji,ID,2020-09-15 02:44:29,-7.73,114.1,91.06,35,99,2.57
520,Lake City,US,2020-09-15 02:44:29,30.19,-82.64,77.0,88,1,4.7
521,Soyo,AO,2020-09-15 02:44:30,-6.13,12.37,73.18,83,1,8.75
522,Salinopolis,BR,2020-09-15 02:44:30,-0.61,-47.36,78.96,85,73,11.52
523,Fez,MA,2020-09-15 02:44:30,34.04,-5.0,68.0,77,0,4.7
524,Burns Lake,CA,2020-09-15 02:44:30,54.23,-125.75,49.01,70,100,2.06
525,Bucerias,MX,2020-09-15 02:44:31,20.75,-105.33,84.2,79,90,2.17
526,Mugur-Aksy,RU,2020-09-15 02:44:31,50.35,90.5,47.21,48,27,4.05
527,Cleveland,US,2020-09-15 02:43:37,41.5,-81.7,61.0,59,20,5.82
528,Penarroya-Pueblonuevo,ES,2020-09-15 02:44:32,38.3,-5.27,71.6,78,0,6.93
529,Mahebourg,MU,2020-09-15 02:44:32,-20.41,57.7,68.0,68,75,13.87
530,Visby,SE,2020-09-15 02:44:32,57.64,18.3,60.01,93,19,10.29
531,Murray Bridge,AU,2020-09-15 02:44:33,-35.12,139.27,63.0,73,4,2.64
532,Boende,CD,2020-09-15 02:44:33,-0.22,20.87,69.85,98,76,2.39
533,Bahia Blanca,AR,2020-09-15 02:44:33,-38.72,-62.27,54.99,38,0,18.34
534,Kharabali,RU,2020-09-15 02:44:34,47.42,47.26,55.99,87,0,8.86
535,Shubarkuduk,KZ,2020-09-15 02:44:34,49.14,56.49,51.12,70,0,12.93
536,Bacungan,PH,2020-09-15 02:44:35,9.91,118.7,82.4,88,90,6.93
537,Chapleau,CA,2020-09-15 02:44:35,47.84,-83.4,39.85,88,57,3.69
538,Rodrigues Alves,BR,2020-09-15 02:44:35,-7.74,-72.65,72.64,95,62,1.05
539,Grand Gaube,MU,2020-09-15 02:44:36,-20.01,57.66,68.0,53,53,8.99
540,Pyinmana,MM,2020-09-15 02:44:36,19.73,96.22,82.67,80,100,6.64
541,Rosario,AR,2020-09-15 02:42:24,-32.95,-60.64,53.01,46,0,3.36
542,Harper,LR,2020-09-15 02:44:36,4.38,-7.72,75.07,89,72,8.77
543,Booue,GA,2020-09-15 02:44:37,-0.09,11.94,70.41,93,83,1.88
544,Mezen,RU,2020-09-15 02:44:37,65.85,44.24,45.41,94,66,6.89
545,Half Moon Bay,US,2020-09-15 02:44:37,37.46,-122.43,68.0,87,1,4.7
546,Vallenar,CL,2020-09-15 02:44:38,-28.57,-70.76,55.31,76,1,0.65
547,Shingu,JP,2020-09-15 02:44:38,33.73,135.98,78.8,65,75,2.24
548,Penzance,GB,2020-09-15 02:44:39,50.12,-5.54,62.6,88,99,9.17
549,Januaria,BR,2020-09-15 02:44:39,-15.48,-44.37,72.46,38,11,7.29
550,Obo,CF,2020-09-15 02:44:39,5.4,26.49,67.12,97,23,2.42
551,Laizhou,CN,2020-09-15 02:44:40,37.18,119.93,77.14,69,56,12.95
552,Kachug,RU,2020-09-15 02:44:40,53.96,105.88,48.04,90,100,0.51
553,Nedjo,ET,2020-09-15 02:44:40,9.5,35.5,57.07,94,53,0.51
554,Nantucket,US,2020-09-15 02:41:44,41.28,-70.1,66.2,48,1,19.46
555,Maniitsoq,GL,2020-09-15 02:44:41,65.42,-52.9,39.97,66,100,12.15
556,Port Augusta,AU,2020-09-15 02:44:41,-32.5,137.77,71.01,55,0,6.93
557,Wanning,CN,2020-09-15 02:42:32,18.8,110.4,85.53,76,100,2.57
558,Bagdarin,RU,2020-09-15 02:44:42,54.43,113.6,51.53,64,0,3.2
559,Mwinilunga,ZM,2020-09-15 02:44:42,-11.74,24.43,65.17,47,78,1.68
560,Thayetmyo,MM,2020-09-15 02:44:43,19.32,95.18,84.33,78,98,7.67
561,Malanje,AO,2020-09-15 02:44:43,-9.54,16.34,64.49,90,16,6.49
562,Fort Nelson,CA,2020-09-15 02:44:43,58.81,-122.7,48.2,70,75,2.24
563,Sibolga,ID,2020-09-15 02:44:43,1.74,98.78,86.7,55,88,2.66
564,Pathein,MM,2020-09-15 02:44:44,16.78,94.73,85.42,74,88,3.67
565,Adrar,MR,2020-09-15 02:44:44,20.5,-10.07,94.51,19,35,6.64
566,La Tuque,CA,2020-09-15 02:44:45,47.43,-72.78,38.8,76,17,4.68
567,Tanggu,CN,2020-09-15 02:44:45,39.02,117.65,69.8,100,90,6.71
568,Kudahuvadhoo,MV,2020-09-15 02:44:45,2.67,72.89,83.01,71,78,6.98
569,Sohbatpur,PK,2020-09-15 02:44:45,28.52,68.54,94.32,40,81,5.46
570,Cockburn Town,TC,2020-09-15 02:40:56,21.46,-71.14,83.28,78,100,13.06
571,Port-Cartier,CA,2020-09-15 02:44:46,50.03,-66.87,48.99,61,5,11.41
572,High Level,CA,2020-09-15 02:44:46,58.52,-117.14,48.2,61,40,3.36
573,Pestravka,RU,2020-09-15 02:44:46,52.41,49.96,46.35,89,2,9.78
574,Ureki,GE,2020-09-15 02:44:47,42.0,41.78,71.6,88,75,8.05
575,Lavumisa,SZ,2020-09-15 02:44:47,-27.31,31.89,69.8,73,99,9.17
